Member_number,Date,itemDescription
4458,27-01-2014,
3517,3/1/2014,
3469,4/2/2014,
4863,3/9/2014,
4076,18-11-2014,
1457,2/12/2014,
1568,9/1/2014,
1231,29-09-2014,
4086,17-06-2014,
2311,1/2/2014,
3498,7/3/2014,
4249,1/3/2014,
4741,13-04-2014,
3286,18-08-2014,
1865,29-03-2014,
1991,12/3/2014,
2289,8/2/2014,
4080,10/11/2014,
4692,18-08-2014,
1384,24-01-2014,
1275,19-06-2014,
1536,30-07-2014,
1170,13-09-2014,
1978,15-10-2014,
2663,15-11-2014,
3178,1/2/2014,
3039,15-10-2014,
4206,11/12/2014,
3893,9/10/2014,
4963,29-12-2014,
1829,12/10/2014,
1716,31-05-2014,
1575,5/4/2014,
3900,23-01-2014,
4076,7/4/2014,
3420,15-10-2014,
1887,24-05-2014,
4376,15-02-2014,
4837,7/7/2014,
3698,1/3/2014,
3288,22-04-2014,
3044,20-05-2014,
3877,27-06-2014,
2040,1/5/2014,
2557,19-10-2014,
4672,21-11-2014,
1559,9/8/2014,
4340,27-06-2014,
1393,21-07-2014,
3695,20-01-2014,
3078,17-12-2014,
4937,6/9/2014,
1638,14-08-2014,
1908,19-12-2014,
2104,25-09-2014,
3566,16-01-2014,
2279,25-11-2014,
1033,18-04-2014,
3146,27-06-2014,
4121,6/6/2014,
3798,15-02-2014,
3939,25-09-2014,
3473,2/8/2014,
1750,17-07-2014,
3994,2/12/2014,
3916,24-05-2014,
3779,27-09-2014,
2547,12/2/2014,
4392,17-01-2014,
3554,5/11/2014,
4534,15-10-2014,
2040,31-07-2014,
4575,3/5/2014,
3086,14-04-2014,
4479,2/7/2014,
3022,24-04-2014,
3248,9/11/2014,
4501,8/9/2014,
1023,17-05-2014,
4380,13-11-2014,
1829,19-04-2014,
3745,25-03-2014,
1127,5/4/2014,
4943,22-10-2014,
3294,22-11-2014,
2031,8/1/2014,
1641,17-08-2014,
1114,4/9/2014,
1910,1/10/2014,
4340,27-10-2014,
2937,10/1/2014,
2727,1/1/2014,
2812,8/12/2014,
4659,22-04-2014,
4091,6/6/2014,
2915,4/11/2014,
2795,3/5/2014,
1781,24-01-2014,
2476,24-08-2014,
3405,20-08-2014,
3243,2/1/2014,
4972,21-12-2014,
1574,12/2/2014,
2579,25-10-2014,
4322,3/4/2014,
2784,24-12-2014,
1435,17-04-2014,
1471,21-08-2014,
2761,24-07-2014,
2807,13-10-2014,
4561,18-06-2014,
2184,18-12-2014,
2053,19-08-2014,
4400,21-01-2014,
3429,10/3/2014,
2771,8/5/2014,
1268,19-10-2014,
3235,22-10-2014,
3816,19-05-2014,
2697,17-02-2014,
4960,19-10-2014,
4334,29-01-2014,
1462,18-01-2014,
1613,19-11-2014,
3120,8/11/2014,
3396,24-10-2014,
4403,30-04-2014,
2432,19-01-2014,
4397,27-12-2014,
4700,6/2/2014,
2559,27-10-2014,
3759,29-08-2014,
4470,13-06-2014,
1636,20-05-2014,
4870,21-02-2014,
3125,5/10/2014,
1929,15-11-2014,
2871,21-04-2014,
3278,29-11-2014,
2656,5/6/2014,
3850,7/1/2014,
1789,1/1/2014,
2390,18-01-2014,
1162,18-01-2014,
4426,24-04-2014,
2339,28-03-2014,
2277,24-07-2014,
3863,5/4/2014,
4596,22-04-2014,
4066,2/12/2014,
4312,19-07-2014,
2804,5/7/2014,
2981,5/6/2014,
1682,27-04-2014,
4586,16-08-2014,
2011,16-04-2014,
2147,24-04-2014,
3476,30-06-2014,
3734,16-12-2014,
4505,27-11-2014,
1333,26-06-2014,
3990,16-05-2014,
3137,13-07-2014,
2949,25-03-2014,
4838,9/8/2014,
3303,21-12-2014,
1803,6/4/2014,
2348,22-11-2014,
2193,5/1/2014,
2693,21-05-2014,
2885,26-12-2014,
2629,29-04-2014,
1966,10/10/2014,
4638,11/8/2014,
4695,11/5/2014,
3523,4/5/2014,
3592,20-12-2014,
1871,14-12-2014,
4387,6/9/2014,
1078,28-08-2014,
2989,10/9/2014,
1237,22-02-2014,
2043,3/2/2014,
3936,27-06-2014,
4338,14-04-2014,
4270,1/7/2014,
1950,9/9/2014,
2940,11/1/2014,
1287,8/11/2014,
1990,7/3/2014,
1346,9/4/2014,
1404,28-09-2014,
3980,31-05-2014,
2917,27-05-2014,
4196,6/11/2014,
4941,13-04-2014,
2085,3/1/2014,
4624,21-08-2014,
3864,1/5/2014,
3697,4/10/2014,
4624,13-08-2014,
2673,22-04-2014,
3943,3/4/2014,
2432,24-08-2014,
2901,20-06-2014,
4440,1/3/2014,
4934,13-10-2014,
4256,19-05-2014,
1246,13-06-2014,
2305,18-10-2014,
4308,22-10-2014,
2262,10/9/2014,
4963,9/2/2014,
4550,14-01-2014,
1734,7/11/2014,
1050,10/10/2014,
2788,17-02-2014,
1227,8/5/2014,
2374,17-05-2014,
3131,31-01-2014,
1722,13-11-2014,
3044,8/4/2014,
4849,14-03-2014,
1418,30-06-2014,
1792,6/7/2014,
4218,24-08-2014,
1376,2/4/2014,
2944,13-09-2014,
3448,26-09-2014,
4188,20-08-2014,
1278,24-01-2014,
1354,17-03-2014,
1690,10/3/2014,
4364,1/2/2014,
4783,25-07-2014,
3437,19-04-2014,
4534,28-08-2014,
2421,5/8/2014,
2938,23-03-2014,
2750,4/10/2014,
4258,13-06-2014,
3023,11/12/2014,
4165,11/11/2014,
4331,17-08-2014,
2193,12/4/2014,
4190,24-08-2014,
4756,10/11/2014,
3057,16-07-2014,
2362,5/4/2014,
4402,4/4/2014,
4191,10/11/2014,
1312,7/9/2014,
4179,3/8/2014,
2608,19-11-2014,
4991,24-04-2014,
2517,26-02-2014,
4745,1/4/2014,
1248,25-03-2014,
3799,22-05-2014,
2850,10/1/2014,
1788,2/12/2014,
3746,5/4/2014,
1888,30-10-2014,
1123,28-12-2014,
4168,23-09-2014,
2979,25-08-2014,
1417,27-08-2014,
3529,29-06-2014,
3119,2/7/2014,
1286,19-12-2014,
3670,17-12-2014,
1869,11/1/2014,
3219,1/9/2014,
3619,24-08-2014,
3136,28-04-2014,
3922,29-05-2014,
2204,2/4/2014,
1115,15-09-2014,
2746,16-09-2014,
4957,2/8/2014,
3814,22-10-2014,
2435,30-10-2014,
2955,30-11-2014,
4412,13-03-2014,
4401,30-04-2014,
4046,6/12/2014,
1343,5/10/2014,
4854,23-12-2014,
2798,27-06-2014,
2912,2/10/2014,
2941,27-01-2014,
2594,25-07-2014,
4383,3/6/2014,
4291,2/2/2014,
3122,10/6/2014,
1434,28-11-2014,
2206,24-06-2014,
4758,6/12/2014,
3370,24-11-2014,
3295,7/6/2014,
4325,11/12/2014,
3089,27-10-2014,
4758,1/4/2014,
3748,16-02-2014,
1249,11/10/2014,
4056,16-06-2014,
4673,23-06-2014,
4589,24-01-2014,
1995,4/11/2014,
2663,30-03-2014,
4713,27-06-2014,
3353,24-01-2014,
1043,16-06-2014,
3227,1/3/2014,
3210,21-12-2014,
4696,8/9/2014,
4573,24-03-2014,
4409,6/5/2014,
2994,12/7/2014,
4233,18-01-2014,
2353,18-01-2014,
4561,25-02-2014,
1182,16-11-2014,
1223,18-11-2014,
3837,1/12/2014,
1268,30-01-2014,
1649,24-11-2014,
1113,7/1/2014,
3248,25-10-2014,
3803,17-06-2014,
2389,13-10-2014,
4266,29-11-2014,
2719,16-02-2014,
1679,19-08-2014,
3861,18-03-2014,
3402,26-12-2014,
3559,12/11/2014,
4958,10/5/2014,
4780,9/3/2014,
4162,16-02-2014,
3813,25-12-2014,
4624,22-04-2014,
2004,14-09-2014,
3978,6/9/2014,
4124,27-07-2014,
4280,1/3/2014,
3279,26-11-2014,
4649,10/9/2014,
2293,26-08-2014,
3030,2/5/2014,
4856,8/7/2014,
3917,30-05-2014,
1486,30-11-2014,
2334,2/3/2014,
2097,14-03-2014,
4169,4/4/2014,
4821,20-04-2014,
1487,9/4/2014,
3308,12/4/2014,
2611,26-04-2014,
3203,4/3/2014,
4166,7/12/2014,
1010,5/3/2014,
4890,30-11-2014,
3763,4/2/2014,
1867,22-02-2014,
1532,11/10/2014,
2923,11/3/2014,
3489,11/1/2014,
4370,27-05-2014,
1086,26-09-2014,
4156,13-12-2014,
2310,21-03-2014,
1073,5/6/2014,
4818,7/1/2014,
2724,23-04-2014,
2570,29-07-2014,
4495,25-05-2014,
1423,26-02-2014,
2298,12/10/2014,
1442,28-07-2014,
4265,17-04-2014,
3589,4/3/2014,
3011,29-08-2014,
4931,26-09-2014,
3068,5/9/2014,
2736,10/6/2014,
2243,2/10/2014,
1769,16-07-2014,
1361,10/12/2014,
4708,9/11/2014,
4019,31-10-2014,
2441,12/10/2014,
2863,7/7/2014,
1196,20-01-2014,
4418,20-02-2014,
2911,23-03-2014,
3101,7/2/2014,
4948,3/4/2014,
1478,7/4/2014,
2126,27-04-2014,
2555,12/12/2014,
3170,29-03-2014,
2244,21-07-2014,
1666,13-05-2014,
4415,6/3/2014,
4785,16-09-2014,
4598,14-12-2014,
1636,9/7/2014,
3258,15-06-2014,
4065,12/10/2014,
1501,24-05-2014,
1120,21-08-2014,
2014,21-04-2014,
4533,17-10-2014,
3017,11/9/2014,
2152,7/9/2014,
2231,5/10/2014,
3314,13-08-2014,
4211,29-05-2014,
4899,10/5/2014,
1890,12/4/2014,
1268,26-09-2014,
3172,24-03-2014,
1444,30-04-2014,
4758,8/5/2014,
3125,23-02-2014,
3258,19-12-2014,
4474,18-07-2014,
1204,25-05-2014,
4212,14-03-2014,
3106,10/1/2014,
2284,6/1/2014,
3849,6/1/2014,
2588,7/1/2014,
3733,5/8/2014,
4306,1/7/2014,
1718,3/12/2014,
2893,19-01-2014,
2806,6/4/2014,
4710,8/4/2014,
2848,14-07-2014,
4807,2/5/2014,
3747,5/11/2014,
2048,7/11/2014,
4358,11/8/2014,
1581,17-02-2014,
3815,3/9/2014,
2176,27-09-2014,
4726,1/4/2014,
1844,10/4/2014,
1458,20-10-2014,
4491,18-09-2014,
1013,12/11/2014,
1538,12/6/2014,
3420,20-08-2014,
2414,4/6/2014,
3714,7/6/2014,
2484,19-03-2014,
2315,3/6/2014,
4056,10/5/2014,
2630,11/1/2014,
2324,15-04-2014,
1185,28-09-2014,
2415,25-06-2014,
3524,27-03-2014,
4583,6/6/2014,
1827,3/12/2014,
4393,5/2/2014,
3177,13-09-2014,
3201,20-09-2014,
4033,25-02-2014,
3059,12/7/2014,
4006,25-11-2014,
1070,10/4/2014,
1116,11/8/2014,
3422,27-07-2014,
4720,24-08-2014,
1595,9/11/2014,
3776,21-02-2014,
1058,24-05-2014,
4313,17-07-2014,
1618,30-10-2014,
3834,21-03-2014,
4493,29-11-2014,
2843,6/6/2014,
1754,20-04-2014,
2107,30-10-2014,
4157,1/4/2014,
2029,15-07-2014,
1122,25-09-2014,
2993,24-06-2014,
4938,13-10-2014,
2753,7/7/2014,
3450,3/4/2014,
4745,14-08-2014,
2520,18-12-2014,
1260,9/7/2014,
4121,21-04-2014,
3145,16-08-2014,
3479,10/5/2014,
1166,17-02-2014,
3021,22-06-2014,
2489,6/2/2014,
3343,16-06-2014,
3028,4/1/2014,
4866,29-06-2014,
4943,1/5/2014,
1636,8/8/2014,
3593,21-09-2014,
2835,23-07-2014,
1383,24-03-2014,
2545,26-05-2014,
4719,28-09-2014,
2065,20-07-2014,
2941,13-06-2014,
4430,21-05-2014,
4019,18-05-2014,
1407,10/9/2014,
2960,3/9/2014,
1343,7/2/2014,
4715,31-01-2014,
3174,10/11/2014,
1623,7/12/2014,
2506,27-02-2014,
4799,1/4/2014,
2360,9/7/2014,
4822,21-08-2014,
1554,4/2/2014,
1867,18-03-2014,
2148,20-11-2014,
3863,19-07-2014,
1010,23-08-2014,
2768,5/5/2014,
2218,6/11/2014,
3785,16-08-2014,
4823,5/1/2014,
1475,5/3/2014,
1052,15-01-2014,
2565,16-09-2014,
4259,23-07-2014,
1061,31-07-2014,
4001,11/6/2014,
1620,21-07-2014,
3458,27-06-2014,
2178,11/10/2014,
1995,14-06-2014,
2161,24-09-2014,
3349,12/7/2014,
3742,26-09-2014,
1244,24-11-2014,
3609,13-05-2014,
2375,31-03-2014,
2974,24-05-2014,
3030,6/12/2014,
3737,22-12-2014,
3619,15-03-2014,
3705,28-02-2014,
3974,25-08-2014,
1798,6/10/2014,
3272,18-04-2014,
2666,26-05-2014,
2717,2/1/2014,
1095,25-03-2014,
1480,22-12-2014,
2865,23-09-2014,
1482,22-10-2014,
3184,20-04-2014,
1468,21-08-2014,
4077,25-12-2014,
3888,16-10-2014,
3972,7/4/2014,
2967,27-05-2014,
3380,16-08-2014,
2207,3/12/2014,
3600,8/4/2014,
4618,9/7/2014,
2680,16-03-2014,
1651,23-03-2014,
2934,22-03-2014,
2860,15-09-2014,
1307,1/11/2014,
4628,15-12-2014,
1240,27-11-2014,
3666,14-06-2014,
4008,14-10-2014,
3386,7/8/2014,
2472,19-06-2014,
1323,18-06-2014,
1654,8/9/2014,
3620,17-05-2014,
4952,3/9/2014,
3966,7/1/2014,
1964,23-03-2014,
2504,16-12-2014,
4500,4/2/2014,
1454,3/5/2014,
1066,1/2/2014,
3692,9/1/2014,
2445,17-04-2014,
1860,31-01-2014,
1153,19-08-2014,
3317,10/8/2014,
1957,20-03-2014,
4303,28-11-2014,
3556,4/10/2014,
1282,4/5/2014,
4034,29-08-2014,
2807,17-07-2014,
2232,25-01-2014,
2303,12/6/2014,
2050,20-10-2014,
3381,5/12/2014,
3402,17-05-2014,
3072,12/11/2014,
3381,30-10-2014,
1367,31-01-2014,
1895,23-01-2014,
3267,14-11-2014,
4192,17-02-2014,
2274,4/12/2014,
4430,3/10/2014,
4329,23-10-2014,
1922,30-05-2014,
2154,14-08-2014,
4523,6/8/2014,
1136,2/5/2014,
3439,27-04-2014,
2980,27-11-2014,
2509,17-08-2014,
4845,10/7/2014,
3589,24-07-2014,
4505,18-01-2014,
2744,6/5/2014,
4236,4/3/2014,
3928,7/8/2014,
1207,28-04-2014,
2578,19-04-2014,
1553,9/5/2014,
3942,1/1/2014,
1583,27-11-2014,
2133,24-05-2014,
4860,14-11-2014,
4548,9/10/2014,
2610,1/1/2014,
2344,22-02-2014,
2920,12/5/2014,
3847,14-03-2014,
1991,31-10-2014,
2241,17-02-2014,
2794,18-02-2014,
3871,5/10/2014,
4085,15-04-2014,
3964,11/3/2014,
1111,24-10-2014,
1294,14-08-2014,
1338,11/8/2014,
1079,7/10/2014,
1794,14-04-2014,
4715,10/11/2014,
4694,1/6/2014,
4156,19-08-2014,
4264,16-03-2014,
1732,3/4/2014,
1161,26-01-2014,
4058,7/2/2014,
4183,8/10/2014,
4371,29-03-2014,
3218,6/1/2014,
3094,2/7/2014,
2082,10/10/2014,
3015,31-01-2014,
4582,22-06-2014,
4851,20-05-2014,
3766,20-02-2014,
4199,5/4/2014,
3663,28-08-2014,
2044,17-03-2014,
1566,30-01-2014,
3698,22-09-2014,
3815,30-01-2014,
4634,10/5/2014,
2051,3/12/2014,
2252,17-12-2014,
4502,4/6/2014,
2169,25-06-2014,
3237,7/8/2014,
1999,31-05-2014,
2175,2/11/2014,
4177,5/2/2014,
2014,8/8/2014,
2991,22-04-2014,
3334,9/1/2014,
1580,24-02-2014,
4094,14-07-2014,
4163,5/11/2014,
2991,1/3/2014,
4744,23-12-2014,
3896,2/4/2014,
2560,19-04-2014,
2236,7/1/2014,
2778,29-06-2014,
3960,14-05-2014,
2258,21-01-2014,
4286,22-11-2014,
2239,23-11-2014,
4728,11/6/2014,
3439,28-03-2014,
3353,13-07-2014,
2127,19-11-2014,
1513,29-05-2014,
1134,11/5/2014,
1286,26-04-2014,
1123,9/8/2014,
4327,5/8/2014,
4814,1/12/2014,
3277,28-08-2014,
4272,6/5/2014,
3363,6/8/2014,
1896,16-12-2014,
2524,13-10-2014,
4243,2/7/2014,
4930,13-08-2014,
3465,27-01-2014,
3938,16-08-2014,
2849,11/2/2014,
1894,19-08-2014,
2738,11/2/2014,
1000,24-06-2014,
2626,14-02-2014,
4216,17-11-2014,
1810,9/6/2014,
1125,30-05-2014,
4392,10/7/2014,
3957,19-07-2014,
4084,28-09-2014,
3672,19-06-2014,
3531,18-03-2014,
2066,5/2/2014,
4376,23-07-2014,
1662,27-01-2014,
3728,17-06-2014,
2045,2/4/2014,
2067,5/4/2014,
3743,16-10-2014,
1735,22-04-2014,
1547,7/7/2014,
2451,26-02-2014,
1661,2/3/2014,
2365,29-11-2014,
4932,14-05-2014,
2310,31-10-2014,
2138,3/11/2014,
2903,8/5/2014,
1512,3/6/2014,
3204,16-12-2014,
3324,10/11/2014,
1653,29-05-2014,
1428,23-08-2014,
4598,5/11/2014,
4233,18-08-2014,
4130,24-10-2014,
3537,21-06-2014,
3475,23-12-2014,
2799,24-09-2014,
1188,21-11-2014,
1747,17-09-2014,
4782,17-04-2014,
1609,21-12-2014,
1077,7/10/2014,
1190,24-04-2014,
2746,13-02-2014,
2556,11/11/2014,
2351,18-09-2014,
3570,14-09-2014,
2550,24-12-2014,
2031,20-03-2014,
2160,28-06-2014,
1420,25-03-2014,
2960,28-11-2014,
3334,27-03-2014,
3840,31-10-2014,
3516,18-01-2014,
3435,30-07-2014,
2428,1/4/2014,
3639,23-07-2014,
4173,14-02-2014,
4275,3/4/2014,
2320,22-04-2014,
2522,8/8/2014,
2399,18-08-2014,
4097,20-06-2014,
1517,11/9/2014,
4187,16-04-2014,
2553,16-08-2014,
4164,27-03-2014,
3123,17-10-2014,
1466,13-07-2014,
4105,26-10-2014,
3530,21-03-2014,
2960,11/3/2014,
2676,6/10/2014,
4318,28-08-2014,
2956,7/8/2014,
1360,17-06-2014,
2285,6/7/2014,
4117,12/7/2014,
3009,27-01-2014,
1069,20-05-2014,
1194,27-02-2014,
4406,21-03-2014,
2028,2/5/2014,
1500,1/4/2014,
2617,27-05-2014,
2545,11/10/2014,
3356,21-02-2014,
3557,6/5/2014,
1311,14-01-2014,
4803,16-01-2014,
3685,20-07-2014,
4206,4/4/2014,
1457,15-04-2014,
4610,18-11-2014,
2802,14-09-2014,
3232,9/7/2014,
1623,12/1/2014,
2029,27-05-2014,
2180,18-12-2014,
4654,3/8/2014,
3462,16-12-2014,
2279,11/4/2014,
2027,9/10/2014,
2667,22-10-2014,
1379,27-02-2014,
4025,10/4/2014,
2958,27-04-2014,
4349,22-11-2014,
2850,27-02-2014,
2306,26-02-2014,
4941,8/2/2014,
1788,19-09-2014,
2398,18-06-2014,
4046,31-03-2014,
3976,25-10-2014,
1905,22-04-2014,
4897,23-03-2014,
2237,1/1/2014,
3649,30-05-2014,
1699,25-01-2014,
1504,14-10-2014,
4488,26-04-2014,
1082,20-03-2014,
1966,20-09-2014,
2169,5/2/2014,
1711,15-12-2014,
1827,30-09-2014,
4389,7/10/2014,
2625,6/9/2014,
3984,2/9/2014,
4709,24-05-2014,
3115,30-01-2014,
4319,10/3/2014,
2183,29-12-2014,
2338,22-09-2014,
2156,8/5/2014,
2298,28-08-2014,
4472,11/10/2014,
4835,5/12/2014,
3581,9/6/2014,
4682,21-04-2014,
2149,13-07-2014,
2990,16-07-2014,
2439,28-05-2014,
4406,11/7/2014,
2463,6/12/2014,
4047,4/4/2014,
1343,7/2/2014,
2628,2/12/2014,
3467,8/11/2014,
3320,21-01-2014,
3126,2/12/2014,
4991,19-05-2014,
4317,28-01-2014,
3332,21-09-2014,
4487,14-06-2014,
1864,3/1/2014,
2812,28-08-2014,
1561,19-01-2014,
2555,26-04-2014,
3517,21-09-2014,
4972,30-07-2014,
4081,11/1/2014,
4336,28-11-2014,
4193,14-06-2014,
1944,10/8/2014,
1086,27-07-2014,
4518,31-08-2014,
1362,3/1/2014,
1297,6/7/2014,
4809,13-07-2014,
3720,9/8/2014,
4946,24-06-2014,
1399,10/12/2014,
3548,15-06-2014,
2791,21-11-2014,
3541,21-02-2014,
2694,9/5/2014,
4449,11/12/2014,
2288,5/12/2014,
1426,20-03-2014,
4126,22-04-2014,
2960,14-11-2014,
3921,18-06-2014,
3931,26-10-2014,
3183,10/12/2014,
4172,16-02-2014,
1767,18-12-2014,
4665,3/12/2014,
3386,18-03-2014,
3731,29-06-2014,
1478,26-12-2014,
3306,21-07-2014,
1204,23-06-2014,
1611,18-03-2014,
4555,19-12-2014,
1612,25-12-2014,
2217,14-09-2014,
1869,20-12-2014,
3384,13-11-2014,
4875,5/6/2014,
3157,10/7/2014,
2973,21-10-2014,
3007,1/4/2014,
1230,16-03-2014,
1522,30-01-2014,
3714,15-02-2014,
2110,22-11-2014,
3051,25-05-2014,
3790,24-04-2014,
3851,11/8/2014,
4498,22-07-2014,
1182,30-09-2014,
2694,21-02-2014,
4099,23-05-2014,
2229,24-07-2014,
2618,12/1/2014,
4902,30-05-2014,
1746,23-10-2014,
2424,28-09-2014,
2922,23-02-2014,
4030,29-05-2014,
3107,27-02-2014,
1996,22-09-2014,
3613,25-01-2014,
2423,31-07-2014,
4384,6/9/2014,
2856,24-12-2014,
1437,15-03-2014,
4116,23-05-2014,
2143,17-12-2014,
4013,23-12-2014,
2011,14-08-2014,
3011,27-06-2014,
4259,16-12-2014,
3750,30-09-2014,
3633,12/7/2014,
4544,8/12/2014,
2314,9/2/2014,
2287,27-10-2014,
2166,4/5/2014,
1162,20-08-2014,
4215,3/4/2014,
4666,1/2/2014,
3790,9/6/2014,
3650,23-12-2014,
3309,30-01-2014,
1501,28-08-2014,
4580,12/10/2014,
4942,1/1/2014,
1169,4/1/2014,
1217,21-07-2014,
4750,3/5/2014,
4870,1/7/2014,
4194,21-07-2014,
3629,22-11-2014,
1143,14-07-2014,
2600,12/7/2014,
4432,1/9/2014,
1147,1/5/2014,
4508,29-11-2014,
3130,1/2/2014,
3181,17-07-2014,
3830,14-11-2014,
3153,14-04-2014,
3656,20-01-2014,
1930,7/7/2014,
2761,19-08-2014,
4443,10/11/2014,
3976,13-03-2014,
2671,4/6/2014,
3189,31-08-2014,
1850,12/3/2014,
1899,1/3/2014,
2570,25-02-2014,
3805,18-09-2014,
1580,20-02-2014,
3474,19-01-2014,
2758,27-12-2014,
1996,9/6/2014,
2426,26-09-2014,
4898,10/9/2014,
1187,9/11/2014,
2056,14-05-2014,
4923,26-12-2014,
4321,14-01-2014,
2924,14-11-2014,
2029,26-08-2014,
2402,16-04-2014,
3137,18-10-2014,
3115,16-09-2014,
1628,20-06-2014,
1930,28-05-2014,
2751,13-10-2014,
1753,26-02-2014,
3323,8/2/2014,
3267,30-03-2014,
1069,20-01-2014,
2164,31-01-2014,
3660,28-07-2014,
2129,5/9/2014,
1836,23-10-2014,
4007,9/12/2014,
1715,25-02-2014,
1225,3/10/2014,
4492,15-05-2014,
4197,5/4/2014,
4878,13-09-2014,
3574,20-02-2014,
4259,11/12/2014,
2131,12/12/2014,
1308,23-11-2014,
3089,24-02-2014,
3695,21-03-2014,
1574,15-01-2014,
3643,21-08-2014,
4900,1/10/2014,
4603,18-06-2014,
4088,18-02-2014,
2155,11/11/2014,
1050,6/3/2014,
2144,2/10/2014,
4308,7/1/2014,
4741,28-02-2014,
2550,12/7/2014,
1797,8/10/2014,
4235,21-03-2014,
1680,9/9/2014,
3348,14-05-2014,
2835,10/5/2014,
1391,19-12-2014,
1086,10/12/2014,
2705,20-12-2014,
2803,20-02-2014,
2045,9/7/2014,
4270,16-03-2014,
1817,2/9/2014,
4756,9/5/2014,
4125,3/6/2014,
4014,1/2/2014,
1500,26-09-2014,
3855,15-07-2014,
2037,5/5/2014,
4907,1/2/2014,
2055,14-12-2014,
1133,21-03-2014,
3099,16-12-2014,
4261,13-06-2014,
2276,25-07-2014,
2584,2/4/2014,
1544,1/5/2014,
4416,3/9/2014,
3727,2/5/2014,
1059,14-06-2014,
1999,30-04-2014,
2584,19-06-2014,
3528,7/9/2014,
3782,25-04-2014,
4453,20-03-2014,
1881,15-02-2014,
4122,20-10-2014,
4874,21-02-2014,
1410,7/2/2014,
3357,19-05-2014,
1554,27-10-2014,
1652,5/5/2014,
4251,1/7/2014,
4316,3/5/2014,
1491,4/8/2014,
1522,11/10/2014,
1927,20-06-2014,
3668,24-10-2014,
4385,5/8/2014,
3005,26-11-2014,
2132,24-01-2014,
2484,16-07-2014,
2264,22-07-2014,
3045,16-08-2014,
4297,30-05-2014,
1050,30-05-2014,
3718,7/7/2014,
1423,13-10-2014,
1071,26-09-2014,
1399,5/4/2014,
2892,19-08-2014,
2396,19-08-2014,
3663,2/1/2014,
4139,25-03-2014,
4044,8/7/2014,
3639,20-01-2014,
1753,3/10/2014,
1835,8/7/2014,
1783,14-02-2014,
3863,1/9/2014,
1229,3/9/2014,
2470,1/5/2014,
1828,6/1/2014,
3360,12/4/2014,
4690,6/3/2014,
4814,8/1/2014,
3099,10/2/2014,
3961,23-06-2014,
1948,2/11/2014,
4414,15-10-2014,
2906,13-11-2014,
2017,7/10/2014,
2086,18-06-2014,
3082,10/11/2014,
4574,1/5/2014,
3696,5/4/2014,
1653,23-04-2014,
2930,3/4/2014,
3602,7/10/2014,
1103,28-07-2014,
3223,6/8/2014,
4788,9/9/2014,
3358,22-10-2014,
4133,2/2/2014,
4160,10/7/2014,
2080,23-07-2014,
1877,22-06-2014,
2243,1/10/2014,
2738,16-01-2014,
3869,12/8/2014,
2924,26-05-2014,
4613,4/10/2014,
3421,18-10-2014,
4764,28-08-2014,
4800,27-10-2014,
1288,20-08-2014,
2194,6/6/2014,
2072,12/8/2014,
2950,3/2/2014,
1681,6/7/2014,
3957,20-07-2014,
1004,13-10-2014,
4048,12/4/2014,
2309,17-04-2014,
3238,6/2/2014,
3613,20-10-2014,
1716,11/8/2014,
3669,25-06-2014,
4806,13-09-2014,
1434,13-11-2014,
3977,1/2/2014,
4086,14-01-2014,
3357,22-06-2014,
2159,8/10/2014,
2984,25-09-2014,
1351,15-01-2014,
1359,29-05-2014,
3636,10/8/2014,
3783,11/4/2014,
2807,2/6/2014,
3960,15-02-2014,
4233,23-06-2014,
3683,5/10/2014,
4838,7/9/2014,
2779,21-01-2014,
4297,2/3/2014,
1258,9/8/2014,
2755,25-11-2014,
2340,17-01-2014,
1690,9/5/2014,
2592,8/9/2014,
2952,12/1/2014,
3246,25-12-2014,
1900,15-03-2014,
3414,22-05-2014,
1153,10/8/2014,
1751,4/9/2014,
2499,1/11/2014,
2355,19-02-2014,
3660,21-09-2014,
2760,20-06-2014,
1028,24-04-2014,
4657,3/4/2014,
1569,9/3/2014,
3737,6/7/2014,
3462,1/10/2014,
2921,18-11-2014,
1111,3/3/2014,
1261,6/10/2014,
1572,31-03-2014,
1811,2/6/2014,
3287,12/11/2014,
1020,19-07-2014,
2374,16-09-2014,
2252,10/3/2014,
3289,21-03-2014,
1312,12/11/2014,
1045,12/1/2014,
1275,18-01-2014,
4241,2/10/2014,
1116,22-06-2014,
1356,17-08-2014,
2354,6/1/2014,
4045,30-07-2014,
3189,16-04-2014,
3515,31-05-2014,
1169,25-01-2014,
2299,4/8/2014,
3539,7/11/2014,
2389,6/6/2014,
1487,2/11/2014,
4698,20-01-2014,
3335,5/9/2014,
1065,14-01-2014,
4763,27-02-2014,
2879,27-06-2014,
1451,28-08-2014,
1947,7/1/2014,
4364,13-04-2014,
4477,14-10-2014,
1150,6/9/2014,
2873,23-05-2014,
3040,11/10/2014,
4862,8/6/2014,
2795,27-06-2014,
2254,30-01-2014,
2066,29-12-2014,
3180,9/11/2014,
1205,12/8/2014,
4040,14-11-2014,
4760,16-10-2014,
2357,5/6/2014,
1507,24-05-2014,
1870,10/6/2014,
3900,5/8/2014,
3627,6/7/2014,
2098,2/8/2014,
2242,27-04-2014,
3444,7/1/2014,
2437,24-06-2014,
2267,10/6/2014,
3930,31-05-2014,
1964,18-03-2014,
4362,14-01-2014,
2339,20-05-2014,
1663,24-02-2014,
2384,14-01-2014,
3013,19-04-2014,
